Date,Open,High,Low,Close,Adj Close,Volume
2001-10-08,124.5,128.25,120.0,121.5,121.5,3000
2001-10-09,120.75,122.25,114.0,115.800003,115.800003,6000
2001-10-10,115.5,134.850006,115.5,134.850006,134.850006,15000
2001-10-11,135.0,135.0,128.25,134.25,134.25,6000
2001-10-12,131.25,131.399994,126.449997,129.75,129.75,9000
2001-10-15,122.25,128.25,121.800003,125.550003,125.550003,7500
2001-10-16,125.550003,126.900002,119.25,123.75,123.75,4500
2001-10-17,125.25,129.300003,120.75,121.5,121.5,3000
2001-10-18,120.0,124.5,116.849998,122.25,122.25,1500
2001-10-19,123.75,124.5,119.25,122.400002,122.400002,4500
2001-10-22,123.75,126.75,123.0,126.449997,126.449997,1500
2001-10-23,127.349998,129.300003,123.150002,123.75,123.75,1500
2001-10-24,125.25,126.75,120.0,126.75,126.75,3000
2001-10-25,128.25,132.149994,123.0,130.5,130.5,4500
2001-10-26,129.75,131.850006,126.900002,131.100006,131.100006,28500
2001-10-29,132.600006,132.75,124.800003,127.5,127.5,7500
2001-10-30,129.0,129.75,122.099998,122.25,122.25,4500
2001-10-31,125.25,125.849998,118.5,120.75,120.75,10500
2001-11-01,120.75,128.25,120.75,126.75,126.75,4500
2001-11-02,126.0,126.0,121.5,121.5,121.5,1500
2001-11-05,123.0,126.0,118.949997,119.099998,119.099998,7500
2001-11-06,119.099998,120.0,116.25,118.5,118.5,9000
2001-11-07,118.5,123.0,115.800003,117.0,117.0,3000
2001-11-08,118.5,120.75,111.0,111.0,111.0,9000
2001-11-09,111.0,122.099998,111.0,120.599998,120.599998,27000
2001-11-12,119.849998,124.5,118.5,124.5,124.5,6000
2001-11-13,123.0,129.0,120.75,129.0,129.0,4500
2001-11-14,129.75,129.75,120.75,121.5,121.5,4500
2001-11-15,121.650002,121.650002,114.75,114.75,114.75,19500
2001-11-16,114.75,119.550003,114.75,119.25,119.25,6000
2001-11-19,119.25,121.5,117.0,120.0,120.0,10500
2001-11-20,120.0,120.0,117.75,119.400002,119.400002,16500
2001-11-21,119.25,120.75,113.25,113.25,113.25,6000
