Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
12/5/2014,379.74826,380,375.18588,375.18589,4.68287,1768.277205,377.6054439
12/6/2014,375.18588,394.59,367.00002,374,34.16865673,13119.99837,383.9775872
12/7/2014,374,389.97692,370.43133,373.07,0.38178769,142.5456899,373.3637664
12/8/2014,374.56,376.05999,360.29399,375.99888,4.58843543,1699.301605,370.344452
12/9/2014,362.58,375.91714,342.46027,345.48514,6.58012269,2310.003071,351.0577507
12/10/2014,346.87,357.5,345.55613,345.55613,0.16071,56.76889005,353.2380689
12/11/2014,345.49754,372.12219,342.50162,372.12219,0.736396,261.5727127,355.2065908
12/12/2014,359.99999,360,346.77149,360,0.91175257,326.8210651,358.4536813
12/13/2014,359.99921,359.99921,350,352,33.15403559,11610.59687,350.2016169
12/14/2014,351.39,358.97728,350,350,0.60427,213.1370558,352.7182481
12/15/2014,350.00002,358.98149,342.0358,342.0358,22.78194508,7914.096259,347.3845728
12/16/2014,358.91536,358.91536,330.09,330.09,4.44562421,1519.809362,341.866359
12/17/2014,330.01751,355.32632,315.02003,329.99159,30.10600748,9766.463253,324.4024722
12/18/2014,332.16906,365,310,311.00761,25.95794548,8871.404901,341.7606724
12/19/2014,320,368.11872,310.03348,349.9843,2.96543651,994.2942396,335.2943947
12/20/2014,348.99232,348.99232,330.99999,330.99999,3.53836,1204.83897,340.5077409
12/21/2014,330.99995,334.64022,319.67298,325.01,38.70189724,12760.87747,329.7222715
12/22/2014,325.26494,327.06197,325.26494,327.06197,0.58067,189.0581668,325.5862483
12/23/2014,342.07621,342.07621,329.91612,338.74738,0.57162252,191.8260584,335.5817025
12/24/2014,338.55338,338.55338,320.38037,320.38037,4.10771905,1354.42922,329.7278132
12/25/2014,0,0,0,0,0,0,0
12/26/2014,320.47921,320.47921,320.47921,320.47921,0.01,3.2047921,320.47921
12/27/2014,320.04136,320.04136,313.37433,319,3.77885938,1203.831208,318.5699934
12/28/2014,319,320.04136,313.01017,313.01017,1.87,596.5266694,318.998219
12/29/2014,321,325,313.99999,314.76001,29.96773833,9563.649339,319.1315018
12/30/2014,338.95292,338.95292,313,313,4.55357172,1428.585971,313.7286638
12/31/2014,319.1346,319.1378,315.46334,319.1378,9.60519734,3065.013974,319.0995318
1/1/2015,314.02868,324.99787,314.02868,324.99703,0.435,138.7964302,319.0722533
1/2/2015,313.17849,320,313.17849,315.30403,8.9152975,2826.387693,317.026739
1/3/2015,315.3001,319.9338,281.50556,281.50556,55.70158876,16731.58166,300.3788946
1/4/2015,287.5338,297.47622,265.86907,265.86907,22.27233541,6325.548188,284.0092011
1/5/2015,269.25518,280,252.31554,274.47008,67.25894076,18262.19708,271.5207357
1/6/2015,260.00001,293.66025,260.00001,281.15113,3.14113,864.4666624,275.2088142
1/7/2015,269.00001,299.99973,269.00001,299.99973,7.70737721,2268.148621,294.2828097
1/8/2015,290.00001,290.00001,283.52532,283.52532,8.3363431,2416.892039,289.9223328
1/9/2015,290,299.98516,282.99689,299.98516,8.37098114,2474.211631,295.5700879
1/10/2015,288,296,274.7275,277.78,49.01191883,13817.85804,281.9285262
1/11/2015,269.13069,269.15244,265,265,6.88088617,1829.124369,265.8268607
1/12/2015,267,292,263.02003,265.05737,53.91089355,15094.9629,279.9983807
1/13/2015,268,268,215.0901,216.00001,200.7051902,46560.52061,231.9846366
1/14/2015,218.01,230.9919,175,175,221.6667547,45326.48672,204.48031
1/15/2015,175,236.46589,175,218.9994,116.5709604,24252.53889,208.0495761
1/16/2015,209.03003,219,195.20001,213.36243,44.71203,9315.746752,208.3498949
1/17/2015,198,202.1725,196,200,9.2162207,1839.819295,199.6283894
1/18/2015,200,220,199.49585,219.9754,31.11629756,6616.830972,212.6484026
1/19/2015,206.13015,213,206,211.01,7.53944,1569.939431,208.230244
1/20/2015,211,219.84384,208.395,219.81882,5.21586423,1142.457242,219.0350806
1/21/2015,206.10107,225.90836,206.10106,224.485,47.35145823,10254.93132,216.5705493
1/22/2015,225.01001,241.01995,225.01001,228.02561,26.47115884,6322.069895,238.8286033
1/23/2015,228.3432,231.23647,222.6761,228.04286,10.17796611,2322.879786,228.2263235
1/24/2015,228.02262,251.36381,228.02262,248.3225,114.1749905,27791.86854,243.414678
1/25/2015,250.84099,257.06,241.28478,257.06,41.23670749,10173.55312,246.7110917
1/26/2015,258,307.045,250.03923,270,86.66463679,24391.53871,281.4474233
1/27/2015,248.07348,269.10297,205.00002,250.84686,59.44039191,13901.56336,233.8740192
1/28/2015,248.39845,279.99998,225.01593,247.99527,66.60420387,18159.28044,272.6446588
1/29/2015,245,245,222.27741,231.82976,36.18992437,8473.433034,234.1379039
1/30/2015,235.01,239.36069,220.00103,220.00103,55.18645337,12542.58428,227.2765057
1/31/2015,229.98215,239.98083,216.68998,216.68998,13.38581916,3082.985112,230.3172541
2/1/2015,216.14762,239.98261,210.00635,239.98261,5.10483262,1130.060615,221.3707478
2/2/2015,239.96153,239.96153,223.9399,228,5.23414684,1195.984106,228.4964757
2/3/2015,240,246.93235,231.95995,235.45066,18.46848767,4434.340928,240.1030884
2/4/2015,228,228.89529,221.85024,228.89529,15.1706599,3407.973771,224.6424212
2/5/2015,222,222.53259,215.25,217,17.33634537,3788.320847,218.5189996
2/6/2015,217,225,215,221.9156,12.39640953,2695.820523,217.4678496
2/7/2015,218.44062,231.57664,218.44062,229.65995,1.80878,398.4744003,220.3000919
2/8/2015,229,229.2314,218.80695,229.2314,14.25094166,3173.531993,222.6892839
2/9/2015,218.44851,228.95643,215,221.2,16.75903207,3664.672829,218.6685254
2/10/2015,219.01,221.915,215.00001,215.01,3.290066,708.3019246,215.28502
2/11/2015,215.01015,215.01015,205,207.2,5.62822066,1197.29825,212.7312204
2/12/2015,219.3,223.99999,219.3,223.99999,2.519,563.1326772,223.55406
2/13/2015,223.99999,240,207,232.80282,58.79329537,13679.12534,232.6647155
2/14/2015,233,250,228,250,44.01001128,10620.88626,241.3288693
2/15/2015,234.70965,264.79663,228,235.2728,48.66836807,11735.59538,241.1339407
2/16/2015,230.9,250.65756,227.6674,250.65756,27.05081394,6433.823063,237.8421247
2/17/2015,232.41754,249.98294,230.29618,249.98294,7.416015,1734.658201,233.9070513
2/18/2015,239.04557,239.76,230.30013,236.00001,14.94190669,3520.772184,235.6307168
2/19/2015,237.9,244.055,237.9,240.1,6.17358,1485.31406,240.5920163
2/20/2015,242.11099,248.5,240.09028,240.09028,40.42599122,9878.991004,244.3722641
2/21/2015,240.12031,240.12031,240.12031,240.12031,0.03775,9.064541703,240.12031
2/22/2015,247.43614,247.43614,235,235,21.3968592,5113.315937,238.9750706
2/23/2015,235.11,239.9,234.08001,236.1201,28.04909921,6600.267562,235.3112131
2/24/2015,237.96427,238,237.94427,238,0.88,209.4014349,237.956176
2/25/2015,240.183,240.183,237.01552,237.01552,6.47865321,1538.074552,237.406526
2/26/2015,237.05652,239.63507,235,239.63507,22.7135206,5368.569702,236.3600868
2/27/2015,239.60403,259.41692,237.9975,247.05224,122.7685227,30551.16799,248.8518011
2/28/2015,247.05039,255.74888,244.00001,250.11,45.02534393,11261.27584,250.1097128
3/1/2015,250.11,261.4978,240.00576,249.89344,22.88684514,5749.575306,251.2174688
3/2/2015,254.90181,279.99798,250.06853,271.36702,53.68339839,14561.19672,271.2420816
3/3/2015,278,280.0947,264.68794,276.45248,24.92883639,6845.939367,274.6192907
3/4/2015,276.52394,285.73048,267.32,274.79073,38.22587365,10425.33652,272.7298431
3/5/2015,272.32736,278.60804,265.17001,272.19753,14.73461067,3999.348889,271.4254878
3/6/2015,269.65122,275.4619,260.00005,260.00005,10.68915,2894.736705,270.8107478
3/7/2015,270,270,269.89856,269.93423,0.18738,50.5909279,269.9910764
3/8/2015,279.98011,279.99575,270.07622,270.07622,3.75796,1051.776669,279.8796872
3/9/2015,270.12774,297.50744,270.12774,296.99983,18.77793687,5369.625566,285.9539684
3/10/2015,287.2091,299.999,287.2091,291,29.2699232,8547.395926,292.0197592
3/11/2015,291,299.93926,289,295.6975,36.96841795,10865.95658,293.9253876
3/12/2015,296.93748,296.93748,289.3671,290.27606,8.17787305,2385.230817,291.6688487
3/13/2015,290.03538,293,272,286.99089,78.46152761,22210.01578,283.0688678
3/14/2015,277.53005,288.62895,272.63893,282.32767,54.24510745,15312.17374,282.2775078
3/15/2015,287.25,288,281.51071,288,0.14544647,41.71525555,286.8083051
3/16/2015,288,294.44402,287.99999,294.44197,32.98529418,9577.436267,290.3547325
3/17/2015,293.99543,294.96033,284,288.1992,17.91309279,5141.200934,287.0079999
3/18/2015,283.37061,283.37065,250.00002,257.47999,37.66223963,9971.203051,264.7533219
3/19/2015,253.4492,280.86996,253.4492,255.00001,6.26311755,1616.719646,258.133371
3/20/2015,270,272.48632,256.03388,272.48632,1.21432643,321.5694752,264.8130414
3/21/2015,261.67457,261.67457,259.68252,259.68252,0.11973,31.25354805,261.0335592
3/22/2015,258.0598,271.34,258.0598,271.34,18.17892453,4857.439021,267.2016715
3/23/2015,271.99899,271.99901,263.00001,266.57785,9.08324867,2419.623577,266.3830601
3/24/2015,263.71189,263.73404,245.00001,247,28.82396973,7415.495696,257.2683695
3/25/2015,247.04008,250.99964,237.685,250.97809,9.87205727,2421.573186,245.2956988
3/26/2015,250.5,268.99998,250.04807,251.8985,14.11697654,3633.643165,257.3952825
3/27/2015,248.57992,252,242.87629,252,0.68489832,169.9340603,248.11575
3/28/2015,247.80743,255.69955,247.80743,252.5,2.12346956,534.3994615,251.6633493
3/29/2015,250.99973,250.99973,240.43751,243.58836,4.38162233,1063.922729,242.8147952
3/30/2015,246.02468,268.99959,240.18791,268.99959,4.64784149,1151.196163,247.6840412
3/31/2015,249.93732,259.99004,244.42198,244.42198,1.026009,251.1876328,244.8201066
4/1/2015,248.79996,249.24224,241.05751,242.97551,17.81256569,4364.663562,245.0328402
4/2/2015,247.59,255.93,240,253,19.64768979,4918.404587,250.3299187
4/3/2015,251.19687,256,249.37241,252.89904,3.1142486,792.360246,254.4306341
4/4/2015,255,255,249.52004,249.55506,9.16083667,2293.211375,250.327722
4/5/2015,253.75267,259.99476,253.75267,259.99476,1.45111676,369.9807741,254.9627875
4/6/2015,261,262.4245,253.01101,254.41999,12.02935705,3082.174778,256.2210736
4/7/2015,253.05602,256.87938,246.51001,248.84735,25.81167991,6563.538265,254.2855904
4/8/2015,248.84735,258.23933,244.3875,249.45692,13.74792084,3395.934394,247.0143983
4/9/2015,245.5,249.44738,239.9625,249.26784,7.55121,1834.798807,242.9807682
4/10/2015,241,245.85,232.84648,242.49256,37.75789096,9104.042919,241.1162988
4/11/2015,242.4924,242.4924,230.75821,232.5832,23.52438681,5563.403886,236.4951712
4/12/2015,234.04946,239.99999,234.04946,239.99978,18.94342648,4515.285467,238.3563223
4/13/2015,239.99972,239.99999,223.542,227.93527,21.32177964,4907.535341,230.1653719
4/14/2015,227.93527,231.84673,216.50029,221.97962,41.26620631,9304.822041,225.4828557
4/15/2015,221.889,224.00001,219.66098,220.10885,12.47902995,2765.334384,221.5985053
4/16/2015,227.85518,234.70359,223.36631,233.59987,9.11234164,2068.409172,226.9898621
4/17/2015,229,230.52451,223.00591,223.00599,2.312,529.3932536,228.9763208
4/18/2015,227.49,227.49,222.00072,222.02479,4.90667786,1093.161954,222.7906509
4/19/2015,222.87381,228.99999,222.87381,226.78856,10.280525,2327.751009,226.4233596
4/20/2015,226.43521,227.99985,223.26212,224.3875,40.23298017,9079.318774,225.6685619
4/21/2015,224.32299,235.23058,224.0475,234.55422,92.60975795,21141.14558,228.282052
4/22/2015,234.64001,238.89186,232.0925,233.27,40.65196145,9571.89176,235.4595306
4/23/2015,234.13515,235.6875,231,235.20829,23.61503985,5512.265215,233.4218045
4/24/2015,235.88,237.58149,229.31001,230.9625,46.509973,10791.04776,232.0157821
4/25/2015,232.14202,232.14202,226.0348,227.49,5.79902859,1318.39258,227.3471426
4/26/2015,226,226,216.34205,220.1475,35.00703702,7720.020438,220.5276737
4/27/2015,223.62645,238.55826,217.33855,228.26001,28.26095372,6391.815956,226.1712757
4/28/2015,228,233.25156,224,229.94526,43.42908985,9817.988228,226.0693987
4/29/2015,228.30986,232.00202,224,226,23.94552692,5417.20753,226.2304583
4/30/2015,226.009,239.654,225.68502,237.3075,49.81298221,11606.46262,233.0007581
5/1/2015,235.51481,238.97102,231.21,231.2625,40.41757762,9439.119724,233.5399665
5/2/2015,233.7889,239.0898,231.38622,234.14507,21.20873609,4967.03121,234.197417
5/3/2015,237.02975,242.5025,236.178,240.36019,24.95447313,5982.602439,239.7406833
5/4/2015,239.72914,242.105,236.188,236.915,13.00172752,3111.168527,239.2888578
5/5/2015,239.01726,239.111,231.4225,235.5925,13.80311816,3231.641571,234.1240242
5/6/2015,234.87595,239.34991,227.001,227.355,50.74630823,11720.85397,230.9695892
5/7/2015,228.14,242.44468,227,236.57249,26.42528684,6126.590089,231.8457365
5/8/2015,237.48492,243,234.801,240.51051,13.63078975,3257.325303,238.9682009
5/9/2015,242.99792,243,234.131,241.74408,14.43982951,3478.331724,240.8845424
5/10/2015,240.00101,242.62143,236.13,239.24004,8.45141142,2014.18227,238.3249578
5/11/2015,239.74405,243.14501,238.8025,241.85502,35.80541257,8679.814188,242.4162596
5/12/2015,240.1926,242.98998,237.551,241.22251,33.58484788,8090.464757,240.8962752
5/13/2015,240.49885,244,235.08017,235.09016,62.42848395,15080.36739,241.5622875
5/14/2015,235.55015,237.99,235,236.47,7.27817759,1716.163134,235.7957212
5/15/2015,238.50938,240.05,237.48957,238.97589,1.22178903,292.3667988,239.294012
5/16/2015,239.09771,239.38678,235.14465,237.34752,3.67237485,877.6026745,238.9741544
5/17/2015,236.00001,237.57015,235.6,235.8575,1.38585661,327.9117979,236.6130778
5/18/2015,236.59338,236.62001,231.90503,233.32992,14.67892936,3435.092523,234.0151955
5/19/2015,233.31987,233.90998,231.43364,232.78497,23.40544345,5458.95968,233.2346188
5/20/2015,232.29837,235.05813,231.09775,234.80351,23.31970886,5456.689868,233.9947682
5/21/2015,234.5493,236.0875,233.97392,236.0875,11.93702959,2801.530933,234.6924678
5/22/2015,235.05503,244,233.91251,237.59,63.87229533,15129.0426,236.8639255
5/23/2015,237.65145,240.83735,237.39019,237.39019,28.22020488,6771.799892,239.9628182
5/24/2015,237.53121,241.13249,237.53117,239.77001,10.84858469,2598.086397,239.4862069
5/25/2015,240.43468,240.43468,234.8325,236.18998,31.92695488,7549.142052,236.450425
5/26/2015,236.04377,237.11249,235.17,236.01749,8.11057954,1912.695546,235.8272349
5/27/2015,236.99999,238,234.76661,235.29999,6.45421254,1528.37274,236.8023567
5/28/2015,234.03003,237.90344,234.03003,235.83266,1.62087111,381.6043087,235.4316184
5/29/2015,235.87608,235.92495,234.91168,234.91168,8.43638,1987.866852,235.630312
5/30/2015,234.00001,235.23954,230.55425,232.81331,13.46627336,3143.758751,233.4542503
5/31/2015,231.78254,235.85876,227.58963,227.58963,12.76679118,2984.347092,233.758589
6/1/2015,232.40158,232.40159,222.03202,227.46908,33.95139536,7752.935586,228.3539602
6/2/2015,227.46541,229.49815,222.29114,229.49735,4.34869688,991.6551489,228.0350128
6/3/2015,226.00015,229.47843,226,227,25.4,5747.248898,226.2696417
6/4/2015,227,228.792,223.04,223.15499,49.47817519,11163.86966,225.6322028
6/5/2015,223.4874,228.2972,220.33904,225.00497,34.14775098,7609.320833,222.8351975
6/6/2015,224.70524,225.65381,223.70128,223.70128,5.359,1206.56983,225.1483168
6/7/2015,225.32953,225.32953,224.34529,224.34529,0.3,67.402012,224.6733733
6/8/2015,224.2211,229.02749,224.2211,229.02749,26.59904622,6033.145412,226.8181108
6/9/2015,226.79,230.91728,226.79,230.91728,2.41268494,547.770395,227.0376815
6/10/2015,228.21045,228.23047,226.57075,227.26254,8.9488,2038.43635,227.7887929
6/11/2015,228.68997,231.58709,228.24321,228.9225,33.69381729,7761.602241,230.3568686
6/12/2015,228.86036,233.15352,228.86036,229.44253,62.23318961,14321.53766,230.127007
6/13/2015,228.76875,231.05546,226.14462,231.0402,25.31,5795.317878,228.9734444
6/14/2015,232,233.2925,231.19035,232.145,18.23294572,4224.89845,231.7178208
6/15/2015,231.34253,235.53501,231.34251,235.53501,20.0663567,4676.57328,233.0554245
6/16/2015,237.02991,251,233.81721,249.7075,151.3369218,37075.41902,244.9859465
6/17/2015,249.70751,256.3825,245.025,245.025,56.75261786,14232.50997,250.7815587
6/18/2015,247.29251,252.65981,244,247.5,29.80880289,7325.887815,245.7625636
6/19/2015,247.69004,249.63215,245.4938,245.5,117.0908254,28863.30754,246.5035792
6/20/2015,244,244.69417,241.5,243.85281,19.407221,4720.264866,243.2220907
6/21/2015,244.28501,244.95977,238.05336,241,41.9039,10099.4384,241.0142828
6/22/2015,244.29239,248.08457,243.99,248.08457,39.36509483,9671.272893,245.6814326
6/23/2015,245.81001,245.81001,243.7221,243.7221,49.66488647,12124.99373,244.136141
6/24/2015,242.8026,242.8026,240.1745,241.67089,1.31196996,317.985407,242.3724755
6/25/2015,242.77984,243.99919,239.5263,242.03894,16.46958395,3979.282853,241.6140484
6/26/2015,242.1,243.99982,242,242,1.76298624,426.831196,242.1069356
6/27/2015,243.3737,251.9275,243.3737,251.9275,33.66135374,8310.301008,246.879584
6/28/2015,251.30249,260,247.45041,248.5,55.48109518,13904.16464,250.6108539
6/29/2015,250.58862,268.49818,248.8887,268.4679,95.24362098,24561.25347,257.8781993
6/30/2015,258.9349,273,258.49261,263.1766,69.98686215,18547.09121,265.0081835
7/1/2015,263.21271,265.02255,255.5,258.1036,69.00501192,17942.69038,260.020104
7/2/2015,259.76038,259.76038,253.43004,254.73617,15.93568672,4075.605073,255.753338
7/3/2015,254.51613,272.99996,252.87507,255.46944,21.8538556,5660.413275,259.0121111
7/4/2015,258.00644,262.99948,254.88804,261.999,15.30954274,3938.411614,257.2520735
7/5/2015,261.94,274.67998,257.11755,271.14397,70.31611005,18741.26861,266.5288026
7/6/2015,270.12751,278,268.13764,274.5894,96.11661019,26312.53169,273.7563428
7/7/2015,269.32707,272.16381,265,265.36,29.64548379,7908.066295,266.754503
7/8/2015,265.36002,276.32316,265.36,270.04031,35.20899379,9466.892394,268.8771071
7/9/2015,270.554,275.66538,267.39002,271.99975,34.7378503,9433.008493,271.5484237
7/10/2015,268.95604,297,268.95604,284.54,167.3743205,47710.53687,285.0529085
7/11/2015,288.82289,298.98683,283.05827,293.59999,71.95677729,21118.41805,293.4875469
7/12/2015,291.69256,316.01249,291.69255,310.7575,143.1980556,43901.92456,306.5818484
7/13/2015,309.80751,310.58156,269,290.181,332.8491156,97181.47567,291.9685561
7/14/2015,293.07,295.97251,286.78751,288.70809,36.26405777,10551.45867,290.9618868
7/15/2015,288.77131,293.7899,285.83994,285.83994,10.41156826,3009.985946,289.1001501
7/16/2015,289.44823,292,273.40259,276.85939,53.22104189,14883.79441,279.6599594
7/17/2015,281.08639,281.30712,275.515,280.38,4.53804255,1265.012799,278.7573684
7/18/2015,281.0028,281.69369,274.92386,278.01,14.0723665,3936.09673,279.7039666
7/19/2015,279.33139,279.57307,274.31656,275.54,0.47246337,129.9427543,275.0324417
7/20/2015,277.26347,280.40143,276.72252,277.56408,83.54116649,23284.96403,278.7244303
7/21/2015,279.41478,281.40693,276.4525,277.48,21.25397321,5937.935491,279.3800215
7/22/2015,276.666,279.38271,275.31,276.975,59.5653506,16493.2949,276.8941126
7/23/2015,278.3975,278.3975,276.02902,276.89,24.71363255,6839.855034,276.7644546
7/24/2015,276.18001,290,276.18001,289.26089,41.54499047,11881.60953,285.9937961
7/25/2015,286.69717,291.8117,286.67015,288.91613,27.55936554,7968.749665,289.1485166
7/26/2015,288.69692,293.8545,287.83081,291.28494,8.72057724,2523.875211,289.416072
7/27/2015,293.36615,296.10159,286.55237,296.10159,11.07109071,3221.808067,291.0108996
7/28/2015,295.737,296.80402,287,293.56002,57.3726006,16810.57664,293.0070533
7/29/2015,293.51367,293.51367,280.00001,291.61259,29.30574577,8490.143984,289.7091939
7/30/2015,288.56174,289.235,280.00001,288,31.2429952,8966.370353,286.9881807
7/31/2015,285.34906,293.47977,280.00001,293.47977,40.8380956,11800.20618,288.9509418
8/1/2015,290.25283,292,277.12003,283.2674,63.83871723,18130.08923,283.9983323
8/2/2015,285.0035,289.88983,277.9052,283.8413,0.89879235,252.3944238,280.8150556
8/3/2015,285.4046,285.51,280.57,283.87017,18.34282738,5203.946259,283.7046957
8/4/2015,282.70008,287.68162,280.53092,287.67861,21.60723768,6096.193363,282.1366365
8/5/2015,284.505,287.77,281.00001,281.00001,36.88717861,10480.67694,284.1279093
8/6/2015,281,286.95751,278.60106,278.66964,13.81267619,3904.383552,282.6666968
8/7/2015,278.67,290,274.15182,280.85541,62.7856168,17684.82018,281.6699283
8/8/2015,280.28011,283.77999,259.20268,264.2,29.29967062,7896.297661,269.5012433
8/9/2015,264.19997,269.76927,258,269.76927,14.82335811,3889.549029,262.3932445
8/10/2015,262.49,273.88,262.49,266.84753,19.70776689,5253.163431,266.5529514
8/11/2015,264.2,270,260,270,99.12175367,26191.25928,264.2332113
8/12/2015,268.97047,270,265.48598,267.0254,61.30881062,16454.9537,268.3946
8/13/2015,267.47934,268,261.6437,265.19999,138.9761838,36955.56774,265.9129553
8/14/2015,265.19999,270,262.00638,268,368.6367937,98550.79433,267.3384643
8/15/2015,268.32981,269.21723,265.22,265.22,164.3289479,43768.07998,266.3443084
8/16/2015,265.22,270,257.0064,260.41942,265.9692686,69861.7076,262.668345
8/17/2015,261.5,263.12,257.5721,258.6391,86.5327071,22567.47468,260.7970493
8/18/2015,259.0784,259.93483,188.10761,223.00277,683.1979919,164204.7881,240.3472933
8/19/2015,204.39327,245,204.39327,230.084,239.3861428,55933.8129,233.6551826
8/20/2015,230.084,238.70954,229.0338,236.8741,508.0999194,119816.6052,235.8130766
8/21/2015,236.99999,238.70966,232.61804,234.28494,148.2441243,34871.30864,235.2289429
8/22/2015,235.012,235.31862,223.09997,231.99031,160.8755229,36636.76215,227.733601
8/23/2015,232.37909,232.37909,226.07,228.13041,52.24048713,12000.5191,229.7168299
8/24/2015,226.23081,227.19522,209.78753,212.70097,393.0672443,85476.47857,217.4601924
8/25/2015,211.85102,235.98998,204.01,224.49439,433.9097843,94874.99684,218.6514346
8/26/2015,225.8616,243.3788,223.11341,226.38149,154.6877698,35824.95675,231.595276
8/27/2015,228.2424,233,225.30789,226.011,172.0479402,39260.75954,228.1966264
8/28/2015,225.3427,237.9801,222.5718,232.6416,264.375269,61080.90879,231.0386634
8/29/2015,233.0357,234.97411,228.95384,230.77732,99.84734177,23187.88629,232.2333863
8/30/2015,231.72,233.10008,226.67792,228.95377,60.62931027,13895.70226,229.1911652
8/31/2015,228.84,233.51,225.9989,230.92,98.38033775,22532.1165,229.0306886
9/1/2015,231.0852,231.12,226.87,229.49,101.2182662,23140.23375,228.6171717
9/2/2015,229.49,232.99117,226.81932,230.04,191.1776622,43770.01499,228.9494206
9/3/2015,229.14001,231.13283,226.17,226.9388,291.8041029,66726.59944,228.6691612
9/4/2015,226.9796,231.79,226.55001,231.01,151.6281927,34833.34277,229.7286681
9/5/2015,231.0099,236.9999,230.24725,236.3209,173.9686023,40897.54256,235.0857684
9/6/2015,237,243.37667,237,241.98999,112.1644343,26935.14403,240.1397929
9/7/2015,240.3301,242.7792,239.13181,241.07,148.8211943,35789.75032,240.4882618
9/8/2015,240.35001,246.51,240.35,243.2677,253.5173831,61799.005,243.7663415
9/9/2015,242.56,244.9708,238.18137,239.01,202.5351944,48590.20499,239.9099334
9/10/2015,240.1,240.4586,236.99,238.1631,35.12512335,8377.957526,238.5175261
9/11/2015,239.97,242.11885,238.84814,242.11885,128.3742292,30964.8286,241.2075134
9/12/2015,239.45001,241.6,233.67,235.78,55.15843051,13106.90209,237.6228252
9/13/2015,235.5114,236.96,228.68,230,135.9587835,31398.66163,230.942502
9/14/2015,230,232.638,226.32,230.6536,418.2882796,95996.98235,229.4995749
9/15/2015,230.6536,232.32408,228.6,230.79412,122.0930929,28194.82515,230.9289123
9/16/2015,229.35,232.19999,226.91,229.08477,65.82978823,15123.251,229.7326393
9/17/2015,229.99,236,227.88,233.37,43.24149774,9995.163848,231.1474942
9/18/2015,232.78,235.49999,231.92,232.8278,62.93082529,14686.31674,233.3723842
9/19/2015,231.62638,233.29,230,231.61,71.09367932,16421.1186,230.9786011
9/20/2015,230.55101,231.97,230.17,231.44,1.57249766,362.6323363,230.6091421
9/21/2015,230.01,231.49,226.95,227.171,31.97126822,7310.414322,228.6557503
9/22/2015,226.3,233.85819,223.1,228.6,155.1577074,35618.81049,229.5652023
9/23/2015,230.36137,231.07552,228.23299,230.24,101.2942473,23342.19948,230.4395374
9/24/2015,229.71,234.995,229.71,231.7824,41.48737716,9634.084037,232.2172356
9/25/2015,233.463,237.19999,232.35515,236,142.0090481,33262.87686,234.2306867
9/26/2015,234.01,235.77546,233.46,233.49,52.56174907,12368.23214,235.3086106
9/27/2015,233.37,234,230.62,230.62,29.86936408,6925.374788,231.8554479
9/28/2015,233.996,239.97,233.996,238.488,121.6935892,28949.61882,237.8894322
9/29/2015,238.33273,240,235.0046,238.01963,94.54477411,22474.56228,237.7134272
9/30/2015,236.04,237.91999,235.00002,236,40.92350767,9670.078307,236.2964188
10/1/2015,235.6,238,234.58813,237.8,36.27360097,8566.63432,236.1671875
10/2/2015,236.46,239.85654,236.42883,236.42883,71.12895357,16979.76493,238.7180477
10/3/2015,236.48,238.8,236.46,238.8,18.64199,4416.43045,236.9076719
10/4/2015,238,239.94586,237.6,238.96704,9.3187,2217.928436,238.0083526
10/5/2015,237.634,240.44219,237.16401,239.48001,84.78669666,20286.66463,239.2670717
10/6/2015,240.26001,248.38999,239.72001,244.53,87.2123148,21143.74385,242.4398882
10/7/2015,246,247.19999,234.55,241.21889,131.571332,31824.69501,241.8816813
10/8/2015,243.646,244.73,233,242.7,112.9242246,27358.48384,242.2729396
10/9/2015,242.52,244.87149,241.74515,241.74515,110.7249839,26910.1762,243.0361717
10/10/2015,243.55005,245.64004,243.21004,245.64004,6.2484354,1532.833216,245.3147257
10/11/2015,245.70007,247.12,245.05544,245.11008,43.17924283,10613.86203,245.8093597
10/12/2015,246.689,247.11,244.00006,245.61063,28.36413564,6985.559508,246.2814167
10/13/2015,245.2844,249.50999,244.01,249,118.5043175,29287.19984,247.1403612
10/14/2015,249.99999,253.6601,241,253.638,100.1727715,24927.02378,248.8403127
10/15/2015,254,255,251.86004,253.5587,105.3461296,26800.4,254.4032713
10/16/2015,254.27414,268.50765,253.00001,258,272.7627535,70923.88096,260.0204025
10/17/2015,260.97009,270.99943,260.97009,270,96.85473612,25817.07965,266.5546435
10/18/2015,265.2,267.60998,251,251,63.87121822,16662.04901,260.8694412
10/19/2015,258.86,265.734,258.86,264.06003,23.86617998,6301.200943,264.0221832
10/20/2015,264.9,270,264,270,144.1171351,38589.41055,267.764208
10/21/2015,269.42374,270.73997,264.57,266.59313,178.9260215,47905.7038,267.740284
10/22/2015,266.21318,278,263.73009,274.19999,70.22716309,18997.34913,270.5128372
10/23/2015,270,279.31107,270,276.6418,100.3907767,27782.18618,276.7404249
10/24/2015,277.8,283.56878,277.8,283.37508,76.2612218,21401.19606,280.630123
10/25/2015,284.96999,294.475,282.44,282.44,115.0984969,33196.52012,288.4183635
10/26/2015,284.40969,286,280.64454,285.25,70.39117582,20035.06803,284.6247104
10/27/2015,285.4196,296.31,285.239,292.5071,248.2092947,72733.75305,293.0339621
10/28/2015,294.41245,305,290.00002,298,142.9025558,42576.89189,297.9435299
10/29/2015,297.01,317.84465,296.4,312.11121,126.2221407,39002.66793,309.0002096
